emoji,unicode,aliases_all
🏋🏽,🏋🏽,"orang_mengangkat_beban_warna_kulit_sedang_angkat"
🏋🏾,🏋🏾,"orang_mengangkat_beban_warna_kulit_gelap-sedang_angkat"
🏋🏿,🏋🏿,"orang_mengangkat_beban_warna_kulit_gelap_angkat"
🏋🏻‍♂️,🏋🏻‍♂️,"pria_mengangkat_beban_warna_kulit_cerah_angkat_laki-laki"
🏋🏼‍♂️,🏋🏼‍♂️,"pria_mengangkat_beban_warna_kulit_cerah-sedang_angkat_laki-laki"
🏋🏽‍♂️,🏋🏽‍♂️,"pria_mengangkat_beban_warna_kulit_sedang_angkat_laki-laki"
🏋🏾‍♂️,🏋🏾‍♂️,"pria_mengangkat_beban_warna_kulit_gelap-sedang_angkat_laki-laki"
🏋🏿‍♂️,🏋🏿‍♂️,"pria_mengangkat_beban_warna_kulit_gelap_angkat_laki-laki"
🏋🏻‍♀️,🏋🏻‍♀️,"wanita_mengangkat_beban_warna_kulit_cerah_angkat_perempuan"
🏋🏼‍♀️,🏋🏼‍♀️,"wanita_mengangkat_beban_warna_kulit_cerah-sedang_angkat_perempuan"
🏋🏽‍♀️,🏋🏽‍♀️,"wanita_mengangkat_beban_warna_kulit_sedang_angkat_perempuan"
🏋🏾‍♀️,🏋🏾‍♀️,"wanita_mengangkat_beban_warna_kulit_gelap-sedang_angkat_perempuan"
🏋🏿‍♀️,🏋🏿‍♀️,"wanita_mengangkat_beban_warna_kulit_gelap_angkat_perempuan"
🚴🏻,🚴🏻,"orang_bersepeda_warna_kulit_cerah_sepeda"
🚴🏼,🚴🏼,"orang_bersepeda_warna_kulit_cerah-sedang_sepeda"
🚴🏽,🚴🏽,"orang_bersepeda_warna_kulit_sedang_sepeda"
🚴🏾,🚴🏾,"orang_bersepeda_warna_kulit_gelap-sedang_sepeda"
🚴🏿,🚴🏿,"orang_bersepeda_warna_kulit_gelap_sepeda"
🚴🏻‍♂️,🚴🏻‍♂️,"pria_bersepeda_warna_kulit_cerah_laki-laki_sepeda"
🚴🏼‍♂️,🚴🏼‍♂️,"pria_bersepeda_warna_kulit_cerah-sedang_laki-laki_sepeda"
🚴🏽‍♂️,🚴🏽‍♂️,"pria_bersepeda_warna_kulit_sedang_laki-laki_sepeda"
🚴🏾‍♂️,🚴🏾‍♂️,"pria_bersepeda_warna_kulit_gelap-sedang_laki-laki_sepeda"
🚴🏿‍♂️,🚴🏿‍♂️,"pria_bersepeda_warna_kulit_gelap_laki-laki_sepeda"
🚴🏻‍♀️,🚴🏻‍♀️,"wanita_bersepeda_warna_kulit_cerah_perempuan_sepeda"
🚴🏼‍♀️,🚴🏼‍♀️,"wanita_bersepeda_warna_kulit_cerah-sedang_perempuan_sepeda"
🚴🏽‍♀️,🚴🏽‍♀️,"wanita_bersepeda_warna_kulit_sedang_perempuan_sepeda"
🚴🏾‍♀️,🚴🏾‍♀️,"wanita_bersepeda_warna_kulit_gelap-sedang_perempuan_sepeda"
🚴🏿‍♀️,🚴🏿‍♀️,"wanita_bersepeda_warna_kulit_gelap_perempuan_sepeda"
🚵🏻,🚵🏻,"orang_bersepeda_gunung_warna_kulit_cerah_pesepeda_sepeda"
🚵🏼,🚵🏼,"orang_bersepeda_gunung_warna_kulit_cerah-sedang_pesepeda_sepeda"
🚵🏽,🚵🏽,"orang_bersepeda_gunung_warna_kulit_sedang_pesepeda_sepeda"
🚵🏾,🚵🏾,"orang_bersepeda_gunung_warna_kulit_gelap-sedang_pesepeda_sepeda"
🚵🏿,🚵🏿,"orang_bersepeda_gunung_warna_kulit_gelap_pesepeda_sepeda"
🚵🏻‍♂️,🚵🏻‍♂️,"pria_bersepeda_gunung_warna_kulit_cerah_laki-laki_sepeda"
🚵🏼‍♂️,🚵🏼‍♂️,"pria_bersepeda_gunung_warna_kulit_cerah-sedang_laki-laki_sepeda"
🚵🏽‍♂️,🚵🏽‍♂️,"pria_bersepeda_gunung_warna_kulit_sedang_laki-laki_sepeda"
🚵🏾‍♂️,🚵🏾‍♂️,"pria_bersepeda_gunung_warna_kulit_gelap-sedang_laki-laki_sepeda"
🚵🏿‍♂️,🚵🏿‍♂️,"pria_bersepeda_gunung_warna_kulit_gelap_laki-laki_sepeda"
🚵🏻‍♀️,🚵🏻‍♀️,"wanita_bersepeda_gunung_warna_kulit_cerah_perempuan_sepeda"
🚵🏼‍♀️,🚵🏼‍♀️,"wanita_bersepeda_gunung_warna_kulit_cerah-sedang_perempuan_sepeda"
🚵🏽‍♀️,🚵🏽‍♀️,"wanita_bersepeda_gunung_warna_kulit_sedang_perempuan_sepeda"
🚵🏾‍♀️,🚵🏾‍♀️,"wanita_bersepeda_gunung_warna_kulit_gelap-sedang_perempuan_sepeda"
🚵🏿‍♀️,🚵🏿‍♀️,"wanita_bersepeda_gunung_warna_kulit_gelap_perempuan_sepeda"
🤸🏻,🤸🏻,"orang_melakukan_gerakan_meroda_warna_kulit_cerah_gimnastik_olahraga_salto_senam"
🤸🏼,🤸🏼,"orang_melakukan_gerakan_meroda_warna_kulit_cerah-sedang_gimnastik_olahraga_salto_senam"
🤸🏽,🤸🏽,"orang_melakukan_gerakan_meroda_warna_kulit_sedang_gimnastik_olahraga_salto_senam"
🤸🏾,🤸🏾,"orang_melakukan_gerakan_meroda_warna_kulit_gelap-sedang_gimnastik_olahraga_salto_senam"
🤸🏿,🤸🏿,"orang_melakukan_gerakan_meroda_warna_kulit_gelap_gimnastik_olahraga_salto_senam"
🤸🏻‍♂️,🤸🏻‍♂️,"pria_melakukan_gerakan_meroda_warna_kulit_cerah_balik_jungkir_laki-laki"
🤸🏼‍♂️,🤸🏼‍♂️,"pria_melakukan_gerakan_meroda_warna_kulit_cerah-sedang_balik_jungkir_laki-laki"
🤸🏽‍♂️,🤸🏽‍♂️,"pria_melakukan_gerakan_meroda_warna_kulit_sedang_balik_jungkir_laki-laki"
🤸🏾‍♂️,🤸🏾‍♂️,"pria_melakukan_gerakan_meroda_warna_kulit_gelap-sedang_balik_jungkir_laki-laki"
🤸🏿‍♂️,🤸🏿‍♂️,"pria_melakukan_gerakan_meroda_warna_kulit_gelap_balik_jungkir_laki-laki"
🤸🏻‍♀️,🤸🏻‍♀️,"wanita_melakukan_gerakan_meroda_warna_kulit_cerah_balik_jungkir_perempuan"
🤸🏼‍♀️,🤸🏼‍♀️,"wanita_melakukan_gerakan_meroda_warna_kulit_cerah-sedang_balik_jungkir_perempuan"
🤸🏽‍♀️,🤸🏽‍♀️,"wanita_melakukan_gerakan_meroda_warna_kulit_sedang_balik_jungkir_perempuan"
🤸🏾‍♀️,🤸🏾‍♀️,"wanita_melakukan_gerakan_meroda_warna_kulit_gelap-sedang_balik_jungkir_perempuan"
🤸🏿‍♀️,🤸🏿‍♀️,"wanita_melakukan_gerakan_meroda_warna_kulit_gelap_balik_jungkir_perempuan"
🤽🏻,🤽🏻,"orang_bermain_polo_air_warna_kulit_cerah_olahraga"
🤽🏼,🤽🏼,"orang_bermain_polo_air_warna_kulit_cerah-sedang_olahraga"
🤽🏽,🤽🏽,"orang_bermain_polo_air_warna_kulit_sedang_olahraga"
🤽🏾,🤽🏾,"orang_bermain_polo_air_warna_kulit_gelap-sedang_olahraga"
🤽🏿,🤽🏿,"orang_bermain_polo_air_warna_kulit_gelap_olahraga"
🤽🏻‍♂️,🤽🏻‍♂️,"pria_bermain_polo_air_warna_kulit_cerah_laki-laki"
🤽🏼‍♂️,🤽🏼‍♂️,"pria_bermain_polo_air_warna_kulit_cerah-sedang_laki-laki"
🤽🏽‍♂️,🤽🏽‍♂️,"pria_bermain_polo_air_warna_kulit_sedang_laki-laki"
🤽🏾‍♂️,🤽🏾‍♂️,"pria_bermain_polo_air_warna_kulit_gelap-sedang_laki-laki"
🤽🏿‍♂️,🤽🏿‍♂️,"pria_bermain_polo_air_warna_kulit_gelap_laki-laki"
🤽🏻‍♀️,🤽🏻‍♀️,"wanita_bermain_polo_air_warna_kulit_cerah_perempuan"
🤽🏼‍♀️,🤽🏼‍♀️,"wanita_bermain_polo_air_warna_kulit_cerah-sedang_perempuan"
🤽🏽‍♀️,🤽🏽‍♀️,"wanita_bermain_polo_air_warna_kulit_sedang_perempuan"
🤽🏾‍♀️,🤽🏾‍♀️,"wanita_bermain_polo_air_warna_kulit_gelap-sedang_perempuan"
🤽🏿‍♀️,🤽🏿‍♀️,"wanita_bermain_polo_air_warna_kulit_gelap_perempuan"
🤾🏻,🤾🏻,"orang_bermain_bola_tangan_warna_kulit_cerah_olahraga"
🤾🏼,🤾🏼,"orang_bermain_bola_tangan_warna_kulit_cerah-sedang_olahraga"
🤾🏽,🤾🏽,"orang_bermain_bola_tangan_warna_kulit_sedang_olahraga"
🤾🏾,🤾🏾,"orang_bermain_bola_tangan_warna_kulit_gelap-sedang_olahraga"
🤾🏿,🤾🏿,"orang_bermain_bola_tangan_warna_kulit_gelap_olahraga"
🤾🏻‍♂️,🤾🏻‍♂️,"pria_bermain_bola_tangan_warna_kulit_cerah_laki-laki"
🤾🏼‍♂️,🤾🏼‍♂️,"pria_bermain_bola_tangan_warna_kulit_cerah-sedang_laki-laki"
🤾🏽‍♂️,🤾🏽‍♂️,"pria_bermain_bola_tangan_warna_kulit_sedang_laki-laki"
🤾🏾‍♂️,🤾🏾‍♂️,"pria_bermain_bola_tangan_warna_kulit_gelap-sedang_laki-laki"
🤾🏿‍♂️,🤾🏿‍♂️,"pria_bermain_bola_tangan_warna_kulit_gelap_laki-laki"
🤾🏻‍♀️,🤾🏻‍♀️,"wanita_bermain_bola_tangan_warna_kulit_cerah_perempuan"
🤾🏼‍♀️,🤾🏼‍♀️,"wanita_bermain_bola_tangan_warna_kulit_cerah-sedang_perempuan"
🤾🏽‍♀️,🤾🏽‍♀️,"wanita_bermain_bola_tangan_warna_kulit_sedang_perempuan"
🤾🏾‍♀️,🤾🏾‍♀️,"wanita_bermain_bola_tangan_warna_kulit_gelap-sedang_perempuan"
🤾🏿‍♀️,🤾🏿‍♀️,"wanita_bermain_bola_tangan_warna_kulit_gelap_perempuan"
🤹🏻,🤹🏻,"orang_melempar_warna_kulit_cerah_juggling_multitasking_repot_sibuk"
🤹🏼,🤹🏼,"orang_melempar_warna_kulit_cerah-sedang_juggling_multitasking_repot_sibuk"
🤹🏽,🤹🏽,"orang_melempar_warna_kulit_sedang_juggling_multitasking_repot_sibuk"
🤹🏾,🤹🏾,"orang_melempar_warna_kulit_gelap-sedang_juggling_multitasking_repot_sibuk"
🤹🏿,🤹🏿,"orang_melempar_warna_kulit_gelap_juggling_multitasking_repot_sibuk"
🤹🏻‍♂️,🤹🏻‍♂️,"pria_melempar_warna_kulit_cerah_atraksi_laki-laki"
🤹🏼‍♂️,🤹🏼‍♂️,"pria_melempar_warna_kulit_cerah-sedang_atraksi_laki-laki"
🤹🏽‍♂️,🤹🏽‍♂️,"pria_melempar_warna_kulit_sedang_atraksi_laki-laki"
🤹🏾‍♂️,🤹🏾‍♂️,"pria_melempar_warna_kulit_gelap-sedang_atraksi_laki-laki"
🤹🏿‍♂️,🤹🏿‍♂️,"pria_melempar_warna_kulit_gelap_atraksi_laki-laki"
🤹🏻‍♀️,🤹🏻‍♀️,"wanita_melempar_warna_kulit_cerah_atraksi_perempuan"
🤹🏼‍♀️,🤹🏼‍♀️,"wanita_melempar_warna_kulit_cerah-sedang_atraksi_perempuan"
🤹🏽‍♀️,🤹🏽‍♀️,"wanita_melempar_warna_kulit_sedang_atraksi_perempuan"
🤹🏾‍♀️,🤹🏾‍♀️,"wanita_melempar_warna_kulit_gelap-sedang_atraksi_perempuan"
🤹🏿‍♀️,🤹🏿‍♀️,"wanita_melempar_warna_kulit_gelap_atraksi_perempuan"
🧘🏻,🧘🏻,"orang_dalam_posisi_teratai_warna_kulit_cerah_meditasi_yoga"
🧘🏼,🧘🏼,"orang_dalam_posisi_teratai_warna_kulit_cerah-sedang_meditasi_yoga"
🧘🏽,🧘🏽,"orang_dalam_posisi_teratai_warna_kulit_sedang_meditasi_yoga"
🧘🏾,🧘🏾,"orang_dalam_posisi_teratai_warna_kulit_gelap-sedang_meditasi_yoga"
🧘🏿,🧘🏿,"orang_dalam_posisi_teratai_warna_kulit_gelap_meditasi_yoga"
🧘🏻‍♂️,🧘🏻‍♂️,"pria_dalam_posisi_teratai_warna_kulit_cerah_meditasi_yoga"
🧘🏼‍♂️,🧘🏼‍♂️,"pria_dalam_posisi_teratai_warna_kulit_cerah-sedang_meditasi_yoga"
🧘🏽‍♂️,🧘🏽‍♂️,"pria_dalam_posisi_teratai_warna_kulit_sedang_meditasi_yoga"
🧘🏾‍♂️,🧘🏾‍♂️,"pria_dalam_posisi_teratai_warna_kulit_gelap-sedang_meditasi_yoga"
🧘🏿‍♂️,🧘🏿‍♂️,"pria_dalam_posisi_teratai_warna_kulit_gelap_meditasi_yoga"
🧘🏻‍♀️,🧘🏻‍♀️,"wanita_dalam_posisi_teratai_warna_kulit_cerah_meditasi_yoga"
🧘🏼‍♀️,🧘🏼‍♀️,"wanita_dalam_posisi_teratai_warna_kulit_cerah-sedang_meditasi_yoga"
🧘🏽‍♀️,🧘🏽‍♀️,"wanita_dalam_posisi_teratai_warna_kulit_sedang_meditasi_yoga"
🧘🏾‍♀️,🧘🏾‍♀️,"wanita_dalam_posisi_teratai_warna_kulit_gelap-sedang_meditasi_yoga"
🧘🏿‍♀️,🧘🏿‍♀️,"wanita_dalam_posisi_teratai_warna_kulit_gelap_meditasi_yoga"
🛀🏻,🛀🏻,orang_di_bak_mandi_warna_kulit_cerah
🛀🏼,🛀🏼,orang_di_bak_mandi_warna_kulit_cerah-sedang
🛀🏽,🛀🏽,orang_di_bak_mandi_warna_kulit_sedang
🛀🏾,🛀🏾,orang_di_bak_mandi_warna_kulit_gelap-sedang
🛀🏿,🛀🏿,orang_di_bak_mandi_warna_kulit_gelap
🛌🏻,🛌🏻,"orang_di_tempat_tidur_warna_kulit_cerah_hotel"
🛌🏼,🛌🏼,"orang_di_tempat_tidur_warna_kulit_cerah-sedang_hotel"
🛌🏽,🛌🏽,"orang_di_tempat_tidur_warna_kulit_sedang_hotel"
🛌🏾,🛌🏾,"orang_di_tempat_tidur_warna_kulit_gelap-sedang_hotel"
🛌🏿,🛌🏿,"orang_di_tempat_tidur_warna_kulit_gelap_hotel"
🧑🏻‍🤝‍🧑🏻,🧑🏻‍🤝‍🧑🏻,"orang_bergandengan_warna_kulit_cerah_pasangan_tangan"
🧑🏻‍🤝‍🧑🏼,🧑🏻‍🤝‍🧑🏼,"orang_bergandengan_warna_kulit_cerah_cerah-sedang_pasangan_tangan"
🧑🏻‍🤝‍🧑🏽,🧑🏻‍🤝‍🧑🏽,"orang_bergandengan_warna_kulit_cerah_sedang_pasangan_tangan"
🧑🏻‍🤝‍🧑🏾,🧑🏻‍🤝‍🧑🏾,"orang_bergandengan_warna_kulit_cerah_gelap-sedang_pasangan_tangan"
🧑🏻‍🤝‍🧑🏿,🧑🏻‍🤝‍🧑🏿,"orang_bergandengan_warna_kulit_cerah_gelap_pasangan_tangan"
🧑🏼‍🤝‍🧑🏻,🧑🏼‍🤝‍🧑🏻,"orang_bergandengan_warna_kulit_cerah-sedang_cerah_pasangan_tangan"
🧑🏼‍🤝‍🧑🏼,🧑🏼‍🤝‍🧑🏼,"orang_bergandengan_warna_kulit_cerah-sedang_pasangan_tangan"
🧑🏼‍🤝‍🧑🏽,🧑🏼‍🤝‍🧑🏽,"orang_bergandengan_warna_kulit_cerah-sedang_sedang_pasangan_tangan"
🧑🏼‍🤝‍🧑🏾,🧑🏼‍🤝‍🧑🏾,"orang_bergandengan_warna_kulit_cerah-sedang_gelap-sedang_pasangan_tangan"
🧑🏼‍🤝‍🧑🏿,🧑🏼‍🤝‍🧑🏿,"orang_bergandengan_warna_kulit_cerah-sedang_gelap_pasangan_tangan"
🧑🏽‍🤝‍🧑🏻,🧑🏽‍🤝‍🧑🏻,"orang_bergandengan_warna_kulit_sedang_cerah_pasangan_tangan"
🧑🏽‍🤝‍🧑🏼,🧑🏽‍🤝‍🧑🏼,"orang_bergandengan_warna_kulit_sedang_cerah-sedang_pasangan_tangan"
🧑🏽‍🤝‍🧑🏽,🧑🏽‍🤝‍🧑🏽,"orang_bergandengan_warna_kulit_sedang_pasangan_tangan"
🧑🏽‍🤝‍🧑🏾,🧑🏽‍🤝‍🧑🏾,"orang_bergandengan_warna_kulit_sedang_gelap-sedang_pasangan_tangan"
🧑🏽‍🤝‍🧑🏿,🧑🏽‍🤝‍🧑🏿,"orang_bergandengan_warna_kulit_sedang_gelap_pasangan_tangan"
🧑🏾‍🤝‍🧑🏻,🧑🏾‍🤝‍🧑🏻,"orang_bergandengan_warna_kulit_gelap-sedang_cerah_pasangan_tangan"
🧑🏾‍🤝‍🧑🏼,🧑🏾‍🤝‍🧑🏼,"orang_bergandengan_warna_kulit_gelap-sedang_cerah-sedang_pasangan_tangan"
🧑🏾‍🤝‍🧑🏽,🧑🏾‍🤝‍🧑🏽,"orang_bergandengan_warna_kulit_gelap-sedang_sedang_pasangan_tangan"
🧑🏾‍🤝‍🧑🏾,🧑🏾‍🤝‍🧑🏾,"orang_bergandengan_warna_kulit_gelap-sedang_pasangan_tangan"
🧑🏾‍🤝‍🧑🏿,🧑🏾‍🤝‍🧑🏿,"orang_bergandengan_warna_kulit_gelap-sedang_gelap_pasangan_tangan"
🧑🏿‍🤝‍🧑🏻,🧑🏿‍🤝‍🧑🏻,"orang_bergandengan_warna_kulit_gelap_cerah_pasangan_tangan"
🧑🏿‍🤝‍🧑🏼,🧑🏿‍🤝‍🧑🏼,"orang_bergandengan_warna_kulit_gelap_cerah-sedang_pasangan_tangan"
🧑🏿‍🤝‍🧑🏽,🧑🏿‍🤝‍🧑🏽,"orang_bergandengan_warna_kulit_gelap_sedang_pasangan_tangan"
🧑🏿‍🤝‍🧑🏾,🧑🏿‍🤝‍🧑🏾,"orang_bergandengan_warna_kulit_gelap_gelap-sedang_pasangan_tangan"
🧑🏿‍🤝‍🧑🏿,🧑🏿‍🤝‍🧑🏿,"orang_bergandengan_warna_kulit_gelap_pasangan_tangan"
👭🏻,👭🏻,"dua_wanita_bergandengan_warna_kulit_cerah_cewek_gandeng_pasangan_pegangan_tangan"
👩🏻‍🤝‍👩🏼,👩🏻‍🤝‍👩🏼,"dua_wanita_bergandengan_warna_kulit_cerah_cerah-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏻‍🤝‍👩🏽,👩🏻‍🤝‍👩🏽,"dua_wanita_bergandengan_warna_kulit_cerah_sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏻‍🤝‍👩🏾,👩🏻‍🤝‍👩🏾,"dua_wanita_bergandengan_warna_kulit_cerah_gelap-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏻‍🤝‍👩🏿,👩🏻‍🤝‍👩🏿,"dua_wanita_bergandengan_warna_kulit_cerah_gelap_cewek_gandeng_pasangan_pegangan_tangan"
👩🏼‍🤝‍👩🏻,👩🏼‍🤝‍👩🏻,"dua_wanita_bergandengan_warna_kulit_cerah-sedang_cerah_cewek_gandeng_pasangan_pegangan_tangan"
👭🏼,👭🏼,"dua_wanita_bergandengan_warna_kulit_cerah-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏼‍🤝‍👩🏽,👩🏼‍🤝‍👩🏽,"dua_wanita_bergandengan_warna_kulit_cerah-sedang_sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏼‍🤝‍👩🏾,👩🏼‍🤝‍👩🏾,"dua_wanita_bergandengan_warna_kulit_cerah-sedang_gelap-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏼‍🤝‍👩🏿,👩🏼‍🤝‍👩🏿,"dua_wanita_bergandengan_warna_kulit_cerah-sedang_gelap_cewek_gandeng_pasangan_pegangan_tangan"
👩🏽‍🤝‍👩🏻,👩🏽‍🤝‍👩🏻,"dua_wanita_bergandengan_warna_kulit_sedang_cerah_cewek_gandeng_pasangan_pegangan_tangan"
👩🏽‍🤝‍👩🏼,👩🏽‍🤝‍👩🏼,"dua_wanita_bergandengan_warna_kulit_sedang_cerah-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👭🏽,👭🏽,"dua_wanita_bergandengan_warna_kulit_sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏽‍🤝‍👩🏾,👩🏽‍🤝‍👩🏾,"dua_wanita_bergandengan_warna_kulit_sedang_gelap-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏽‍🤝‍👩🏿,👩🏽‍🤝‍👩🏿,"dua_wanita_bergandengan_warna_kulit_sedang_gelap_cewek_gandeng_pasangan_pegangan_tangan"
👩🏾‍🤝‍👩🏻,👩🏾‍🤝‍👩🏻,"dua_wanita_bergandengan_warna_kulit_gelap-sedang_cerah_cewek_gandeng_pasangan_pegangan_tangan"
👩🏾‍🤝‍👩🏼,👩🏾‍🤝‍👩🏼,"dua_wanita_bergandengan_warna_kulit_gelap-sedang_cerah-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏾‍🤝‍👩🏽,👩🏾‍🤝‍👩🏽,"dua_wanita_bergandengan_warna_kulit_gelap-sedang_sedang_cewek_gandeng_pasangan_pegangan_tangan"
👭🏾,👭🏾,"dua_wanita_bergandengan_warna_kulit_gelap-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏾‍🤝‍👩🏿,👩🏾‍🤝‍👩🏿,"dua_wanita_bergandengan_warna_kulit_gelap-sedang_gelap_cewek_gandeng_pasangan_pegangan_tangan"
👩🏿‍🤝‍👩🏻,👩🏿‍🤝‍👩🏻,"dua_wanita_bergandengan_warna_kulit_gelap_cerah_cewek_gandeng_pasangan_pegangan_tangan"
👩🏿‍🤝‍👩🏼,👩🏿‍🤝‍👩🏼,"dua_wanita_bergandengan_warna_kulit_gelap_cerah-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏿‍🤝‍👩🏽,👩🏿‍🤝‍👩🏽,"dua_wanita_bergandengan_warna_kulit_gelap_sedang_cewek_gandeng_pasangan_pegangan_tangan"
👩🏿‍🤝‍👩🏾,👩🏿‍🤝‍👩🏾,"dua_wanita_bergandengan_warna_kulit_gelap_gelap-sedang_cewek_gandeng_pasangan_pegangan_tangan"
👭🏿,👭🏿,"dua_wanita_bergandengan_warna_kulit_gelap_cewek_gandeng_pasangan_pegangan_tangan"
👫🏻,👫🏻,"pria_dan_wanita_bergandengan_warna_kulit_cerah_pasangan_pegangan_berpegangan_tangan"
👩🏻‍🤝‍👨🏼,👩🏻‍🤝‍👨🏼,"pria_dan_wanita_bergandengan_warna_kulit_cerah_cerah-sedang_pasangan_pegangan_berpegangan_tangan"
👩🏻‍🤝‍👨🏽,👩🏻‍🤝‍👨🏽,"pria_dan_wanita_bergandengan_warna_kulit_cerah_sedang_pasangan_pegangan_berpegangan_tangan"
👩🏻‍🤝‍👨🏾,👩🏻‍🤝‍👨🏾,"pria_dan_wanita_bergandengan_warna_kulit_cerah_gelap-sedang_pasangan_pegangan_berpegangan_tangan"
👩🏻‍🤝‍👨🏿,👩🏻‍🤝‍👨🏿,"pria_dan_wanita_bergandengan_warna_kulit_cerah_gelap_pasangan_pegangan_berpegangan_tangan"
👩🏼‍🤝‍👨🏻,👩🏼‍🤝‍👨🏻,"pria_dan_wanita_bergandengan_warna_kulit_cerah-sedang_cerah_pasangan_pegangan_berpegangan_tangan"
👫🏼,👫🏼,"pria_dan_wanita_bergandengan_warna_kulit_cerah-sedang_pasangan_pegangan_berpegangan_tangan"
👩🏼‍🤝‍👨🏽,👩🏼‍🤝‍👨🏽,"pria_dan_wanita_bergandengan_warna_kulit_cerah-sedang_sedang_pasangan_pegangan_berpegangan_tangan"
👩🏼‍🤝‍👨🏾,👩🏼‍🤝‍👨🏾,"pria_dan_wanita_bergandengan_warna_kulit_cerah-sedang_gelap-sedang_pasangan_pegangan_berpegangan_tangan"
👩🏼‍🤝‍👨🏿,👩🏼‍🤝‍👨🏿,"pria_dan_wanita_bergandengan_warna_kulit_cerah-sedang_gelap_pasangan_pegangan_berpegangan_tangan"
👩🏽‍🤝‍👨🏻,👩🏽‍🤝‍👨🏻,"pria_dan_wanita_bergandengan_warna_kulit_sedang_cerah_pasangan_pegangan_berpegangan_tangan"
👩🏽‍🤝‍👨🏼,👩🏽‍🤝‍👨🏼,"pria_dan_wanita_bergandengan_warna_kulit_sedang_cerah-sedang_pasangan_pegangan_berpegangan_tangan"
👫🏽,👫🏽,"pria_dan_wanita_bergandengan_warna_kulit_sedang_pasangan_pegangan_berpegangan_tangan"
👩🏽‍🤝‍👨🏾,👩🏽‍🤝‍👨🏾,"pria_dan_wanita_bergandengan_warna_kulit_sedang_gelap-sedang_pasangan_pegangan_berpegangan_tangan"
👩🏽‍🤝‍👨🏿,👩🏽‍🤝‍👨🏿,"pria_dan_wanita_bergandengan_warna_kulit_sedang_gelap_pasangan_pegangan_berpegangan_tangan"
👩🏾‍🤝‍👨🏻,👩🏾‍🤝‍👨🏻,"pria_dan_wanita_bergandengan_warna_kulit_gelap-sedang_cerah_pasangan_pegangan_berpegangan_tangan"
👩🏾‍🤝‍👨🏼,👩🏾‍🤝‍👨🏼,"pria_dan_wanita_bergandengan_warna_kulit_gelap-sedang_cerah-sedang_pasangan_pegangan_berpegangan_tangan"
👩🏾‍🤝‍👨🏽,👩🏾‍🤝‍👨🏽,"pria_dan_wanita_bergandengan_warna_kulit_gelap-sedang_sedang_pasangan_pegangan_berpegangan_tangan"
👫🏾,👫🏾,"pria_dan_wanita_bergandengan_warna_kulit_gelap-sedang_pasangan_pegangan_berpegangan_tangan"
👩🏾‍🤝‍👨🏿,👩🏾‍🤝‍👨🏿,"pria_dan_wanita_bergandengan_warna_kulit_gelap-sedang_gelap_pasangan_pegangan_berpegangan_tangan"
👩🏿‍🤝‍👨🏻,👩🏿‍🤝‍👨🏻,"pria_dan_wanita_bergandengan_warna_kulit_gelap_cerah_pasangan_pegangan_berpegangan_tangan"
👩🏿‍🤝‍👨🏼,👩🏿‍🤝‍👨🏼,"pria_dan_wanita_bergandengan_warna_kulit_gelap_cerah-sedang_pasangan_pegangan_berpegangan_tangan"
👩🏿‍🤝‍👨🏽,👩🏿‍🤝‍👨🏽,"pria_dan_wanita_bergandengan_warna_kulit_gelap_sedang_pasangan_pegangan_berpegangan_tangan"
👩🏿‍🤝‍👨🏾,👩🏿‍🤝‍👨🏾,"pria_dan_wanita_bergandengan_warna_kulit_gelap_gelap-sedang_pasangan_pegangan_berpegangan_tangan"
👫🏿,👫🏿,"pria_dan_wanita_bergandengan_warna_kulit_gelap_pasangan_pegangan_berpegangan_tangan"
👬🏻,👬🏻,"dua_pria_bergandengan_warna_kulit_cerah_cowok_gandeng_gemini_kembar_pasangan_pegangan_tangan_zodiak"
👨🏻‍🤝‍👨🏼,👨🏻‍🤝‍👨🏼,"dua_pria_bergandengan_warna_kulit_cerah_cerah-sedang_cowok_gandeng_gemini_kembar_pasangan_pegangan_tangan_zodiak"
👨🏻‍🤝‍👨🏽,👨🏻‍🤝‍👨🏽,"dua_pria_bergandengan_warna_kulit_cerah_sedang_cowok_gandeng_gemini_kembar_pasangan_pegangan_tangan_zodiak"
👨🏻‍🤝‍👨🏾,👨🏻‍🤝‍👨🏾,"dua_pria_bergandengan_warna_kulit_cerah_gelap-sedang_cowok_gandeng_gemini_kembar_pasangan_pegangan_tangan_zodiak"
👨🏻‍🤝‍👨🏿,👨🏻‍🤝‍👨🏿,"dua_pria_bergandengan_warna_kulit_cerah_gelap_cowok_gandeng_gemini_kembar_pasangan_pegangan_tangan_zodiak"
