emoji,unicode,aliases_all
🌑,🌑,"bulan_baru_angkasa_cuaca_gelap"
🌒,🌒,"bulan_sabit_awal_angkasa_cuaca_membesar"
🌓,🌓,"bulan_perbani_awal_angkasa_cuaca_seperempat"
🌔,🌔,"bulan_cembung_awal_angkasa_cuaca_membesar"
🌕,🌕,"bulan_purnama_angkasa_cuaca"
🌖,🌖,"bulan_cembung_akhir_angkasa_cuaca_mengecil"
🌗,🌗,"bulan_perbani_akhir_angkasa_cuaca_seperempat"
🌘,🌘,"bulan_sabit_akhir_angkasa_cuaca_mengecil"
🌙,🌙,"bulan_sabit_angkasa_cuaca"
🌚,🌚,"wajah_bulan_baru_angkasa_cuaca"
🌛,🌛,"wajah_bulan_perbani_awal_angkasa_cuaca_seperempat"
🌜,🌜,"wajah_bulan_perbani_akhir_angkasa_cuaca_seperempat"
🌡️,🌡️,"termometer_cuaca"
☀️,☀️,"matahari_angkasa_cerah_cuaca_sinar_terang"
🌝,🌝,"wajah_bulan_purnama_angkasa_cuaca_terang"
🌞,🌞,"wajah_matahari_angkasa_cuaca_terang"
🪐,🪐,"planet_bercincin_saturnus"
⭐,⭐,bintang_medium_putih
🌟,🌟,"bintang_bersinar_berkilau_cemerlang"
🌠,🌠,"bintang_jatuh_angkasa"
🌌,🌌,"bima_sakti_cuaca_ruang"
☁️,☁️,"awan_cuaca"
⛅,⛅,"matahari_di_balik_awan_cuaca"
⛈️,⛈️,"awan_dengan_petir_dan_hujan_cuaca"
🌤️,🌤️,"matahari_di_balik_awan_kecil_cuaca"
🌥️,🌥️,"matahari_di_balik_awan_besar_cuaca"
🌦️,🌦️,"matahari_di_balik_awan_hujan_cuaca"
🌧️,🌧️,"awan_hujan_cuaca"
🌨️,🌨️,"awan_salju_cuaca_dingin"
🌩️,🌩️,"awan_petir_cuaca_kilat"
🌪️,🌪️,"tornado_angin_awan_cuaca_pusaran"
🌫️,🌫️,"kabut_awan_cuaca"
🌬️,🌬️,"wajah_tertiup_angin_awan_cuaca_hembusan"
🌀,🌀,"topan_berputar-putar_cuaca_pusaran"
🌈,🌈,"pelangi_cuaca_hujan"
🌂,🌂,"payung_tertutup_cuaca_hujan_pakaian"
☂️,☂️,"payung_cuaca_hujan_pakaian"
☔,☔,"payung_dengan_tetesan_hujan_cuaca_pakaian"
⛱️,⛱️,"payung_di_tanah_cuaca_hujan_matahari"
⚡,⚡,"tegangan_tinggi_bahaya_kilat_listrik_sambaran"
❄️,❄️,"serpihan_salju_cuaca_dingin"
☃️,☃️,"boneka_salju_dengan_hujan_cuaca_dingin"
⛄,⛄,"boneka_salju_tanpa_cuaca_dingin"
☄️,☄️,"komet_angkasa"
🔥,🔥,"api_alat_kobaran"
💧,💧,"tetesan_air_cuaca_dingin_keringat_komik"
🌊,🌊,"ombak_air_cuaca_lautan"
🎃,🎃,"jack-o-lantern_halloween_jack_lentera_perayaan"
🎄,🎄,"pohon_natal_perayaan"
🎆,🎆,"kembang_api_perayaan"
🎇,🎇,"kembang_api_batang_berkilau_perayaan"
🧨,🧨,"petasan_bahan_peledak_dinamit_kembang_api"
✨,✨,"berkilau_*_bintang_kilauan"
🎈,🎈,"balon_perayaan"
🎉,🎉,"party_popper_jreng_perayaan"
🎊,🎊,"bola_konfeti_confetti_perayaan"
🎋,🎋,"pohon_tanabata_jepang_perayaan_spanduk"
🎍,🎍,"dekorasi_pinus_bambu_jepang_perayaan_tanaman"
🎎,🎎,"boneka_jepang_festival_perayaan"
🎏,🎏,"bendera_ikan_koi_panji_perayaan"
🎐,🎐,"lonceng_angin_gemerincing_perayaan"
🎑,🎑,"perayaan_bulan_upacara"
🧧,🧧,"amplop_merah_hadiah_hongbao_lai_see_semoga_beruntung_uang"
🎀,🎀,"pita_perayaan"
🎁,🎁,"kado_bungkusan_hadiah_kotak_perayaan"
🎗️,🎗️,"pita_pengingat_perayaan"
🎟️,🎟️,tiket_masuk
🎫,🎫,"tiket_masuk"
🎖️,🎖️,"medali_militer_perayaan"
🏆,🏆,"piala_hadiah"
🏅,🏅,medali_olahraga
🥇,🥇,"medali_emas_juara_pertama"
🥈,🥈,"medali_perak_juara_kedua"
🥉,🥉,"medali_perunggu_juara_ketiga"
⚽,⚽,bola_sepak
⚾,⚾,"bisbol_bola"
🥎,🥎,"sofbol_bola_sarung_tangan"
🏀,🏀,"bola_basket_loncat"
🏐,🏐,"bola_voli_permainan"
🏈,🏈,"american_football_amerika_bola"
🏉,🏉,"sepak_bola_rugbi_football_rugby"
🎾,🎾,"tenis_bola_raket"
🥏,🥏,lempar_cakram
🎳,🎳,"bowling_bola_game"
🏏,🏏,"kriket_bola_pemukul_permainan"
🏑,🏑,"hoki_lapangan_bola_permainan_stik"
🏒,🏒,"hoki_es_bola_karet_permainan_stik"
🥍,🥍,"lacrosse_bola_gawang_tongkat"
🏓,🏓,"ping_pong_bet_bola_pemukul_permainan_tenis_meja"
🏸,🏸,"bulu_tangkis_game_kok_raket"
🥊,🥊,"sarung_tinju_olahraga_tangan"
🥋,🥋,"seragam_beladiri_bela_diri_judo_karate_taekwondo"
🥅,🥅,"gawang_gol_jaring_olahraga"
⛳,⛳,bendera_di_lubang_golf
⛸️,⛸️,seluncur_es
🎣,🎣,"tongkat_pancing_ikan"
🤿,🤿,"kacamata_selam_menyelam_scuba_snorkel_snorkeling"
🎽,🎽,"kaos_lari_selempang"
🎿,🎿,"ski_salju"
🛷,🛷,kereta_luncur
🥌,🥌,"batu_curling_permainan"
🎯,🎯,"dart_anak_panah_lempar_mata_papan_sasaran_permainan_target"
🪀,🪀,"yo-yo_mainan_naik-turun"
🪁,🪁,"layang-layang_melayang_terbang"
🎱,🎱,"biliar_8_bola_delapan_game"
🔮,🔮,"bola_kristal_alat_dongeng_fantasi_ramalan"
🪄,🪄,"tongkat_ajaib_penyihir_pria_wanita_sihir"
🧿,🧿,"jimat_nazar_manik-manik_mantra_mata_setan"
🎮,🎮,"video_game_pengontrol"
🕹️,🕹️,"joystick_game_video"
🎰,🎰,"mesin_slot_game"
🎲,🎲,"dadu_permainan"
🧩,🧩,"keping_puzzle_kepingan_petunjuk_saling_terkait"
🧸,🧸,"boneka_beruang_mainan"
🪅,🪅,"pinata_perayaan_pesta"
🪆,🪆,"boneka_bersarang_rusia"
♠️,♠️,"sekop_kartu_permainan"
♥️,♥️,"hati_kartu_permainan"
♦️,♦️,"wajik_kartu_permainan"
♣️,♣️,"keriting_kartu_klub_permainan"
♟️,♟️,"pion_catur_anak_buah"
🃏,🃏,"joker_kartu_permainan"
🀄,🀄,"naga_merah_mahyong_game"
🎴,🎴,"kartu_bunga_game_jepang_permainan"
🎭,🎭,"seni_drama_tampil_teater_topeng"
🖼️,🖼️,"bingkai_bergambar_gambar_lukisan_museum_seni"
🎨,🎨,"palet_pelukis_lukisan_museum_seni"
🧵,🧵,"benang_gulungan_jahit_jarum"
🪡,🪡,"jarum_jahit_jahitan_menjahit_penjahit_sulaman"
🧶,🧶,"gulungan_benang_bola_rajut_sulam"
🪢,🪢,"simpul_belitan_ikatan_kusut_puntiran_tali"
👓,👓,"kacamata_kaca_mata_pakaian"
🕶️,🕶️,"kacamata_hitam_kaca_mata"
🥽,🥽,"kacamata_renang_berenang_mengelas_pelindung_mata"
🥼,🥼,"jas_laboratorium_dokter_ilmuwan_percobaan"
🦺,🦺,"rompi_pengaman_darurat_keselamatan"
👔,👔,"dasi_pakaian"
👕,👕,"kaos_kaus_pakaian_polo"
👖,👖,"celana_jeans_pakaian_panjang"
🧣,🧣,"syal_leher"
🧤,🧤,sarung_tangan
🧥,🧥,"mantel_jaket"
🧦,🧦,"kaus_kaki_kaos_stocking_stoking"
👗,👗,"gaun_pakaian"
👘,👘,"kimono_pakaian"
🥻,🥻,"sari_gaun_pakaian_terusan"
🩱,🩱,pakaian_renang_one-piece
🩲,🩲,"celana_renang_baju_one-piece_pakaian_dalam"
🩳,🩳,"celana_pendek_baju_renang_pakaian_dalam"
👙,👙,"bikini_pakaian_renang"
👚,👚,pakaian_wanita
👛,👛,"dompet_koin_pakaian"
👜,👜,"tas_jinjing_pakaian"
👝,👝,"kantung_pakaian_tas"
🛍️,🛍️,"tas_belanja_hotel"
🎒,🎒,"tas_sekolah_ransel"
🩴,🩴,"sandal_jepit_pantai_zori"
👞,👞,"sepatu_pria_pakaian"
👟,👟,"sepatu_lari_atletik_kets_pakaian"
🥾,🥾,"sepatu_boot_untuk_mendaki_backpacking_kemping"
🥿,🥿,"sepatu_flat_sandal_selop_balet"
👠,👠,"sepatu_hak_tinggi_pakaian_wanita"
👡,👡,"sandal_wanita_pakaian_sepatu"
🩰,🩰,"sepatu_balet_menari_tari_tarian"
👢,👢,"sepatu_bot_wanita_pakaian"
👑,👑,"mahkota_pakaian_raja_ratu"
👒,👒,"topi_wanita_pakaian"
🎩,🎩,"topi_tinggi_pakaian_sulap"
🎓,🎓,"topi_wisuda_pakaian_perayaan_toga"
🧢,🧢,"topi_berlidah_bisbol"
🪖,🪖,"helm_tentara_angkatan_darat_militer_pejuang_prajurit"
⛑️,⛑️,"helm_dengan_palang_putih_muka_p3k_topi_wajah"
📿,📿,"tasbih_agama_doa_kalung_pakaian"
💄,💄,"lipstik_dandan_kosmetik"
💍,💍,"cincin_berlian_romantis"
💎,💎,"batu_permata_berlian_romantis"
🔇,🔇,"speaker_mati_bisu_diam_senyap"
🔈,🔈,"volume_speaker_rendah_lembut"
🔉,🔉,volume_speaker_medium
🔊,🔊,"volume_speaker_tinggi_keras"
📢,📢,"pengeras_suara_keras_pengumuman"
📣,📣,"megafon_bersorak"
📯,📯,trompet_pos
🔔,🔔,lonceng
🔕,🔕,"lonceng_dicoret_bisu_diam_senyap_terlarang"
🎼,🎼,"naskah_musik_skor"
🎵,🎵,not_musik
🎶,🎶,"not-not_musik_not"
🎙️,🎙️,"mikrofon_studio_mik_musik"
🎚️,🎚️,"penggeser_tingkat_level_musik"
🎛️,🎛️,"kenop_kontrol_musik"
🎤,🎤,"mikrofon_karaoke_mik"
🎧,🎧,"headphone_earbud"
📻,📻,"radio_video"
🎷,🎷,"saksofon_instrumen_musik"
🪗,🪗,"akordeon_concertina_kotak_remas"
🎸,🎸,"gitar_instrumen_musik"
🎹,🎹,"keyboard_musik_instrumen_piano"
🎺,🎺,"trompet_instrumen_musik"
🎻,🎻,"biola_instrumen_musik"
🪕,🪕,"banjo_musik_senar"
🥁,🥁,"drum_musik_stik"
🪘,🪘,"gendang_conga_dentum_irama"
📱,📱,"ponsel_seluler_telepon"
📲,📲,"telepon_masuk_panah_panggilan_ponsel_seluler_terima"
☎️,☎️,telepon
📞,📞,"gagang_telepon_penerima"
📟,📟,pager
📠,📠,"mesin_faks_faksimili"
🔋,🔋,baterai
🔌,🔌,"steker_listrik"
💻,💻,"komputer_laptop_pc_personal"
🖥️,🖥️,komputer_desktop
🖨️,🖨️,"printer_komputer"
⌨️,⌨️,"keyboard_komputer"
🖱️,🖱️,mouse_komputer
🖲️,🖲️,"trackball_komputer"
💽,💽,"disk_komputer_mini_optik"
💾,💾,"disket_disk_komputer"
💿,💿,"disk_optik_cd_komputer"
📀,📀,"dvd_blu-ray_disk_komputer_optik"
🧮,🧮,"sempoa_kalkulasi"
🎥,🎥,"kamera_film_sinema"
🎞️,🎞️,"frame_film_sinema"
📽️,📽️,"proyektor_film_sinema_video"
🎬,🎬,"papan_sutradara_film"
📺,📺,"televisi_tv_video"
📷,📷,"kamera_video"
📸,📸,"kamera_dengan_flash_video"
📹,📹,kamera_video
📼,📼,"kaset_video_pita_vhs"
🔍,🔍,"kaca_pembesar_arah_kiri_alat_penelusuran"
🔎,🔎,"kaca_pembesar_arah_kanan_alat_penelusuran"
🕯️,🕯️,"lilin_cahaya"
💡,💡,"bohlam_elektrik_ide_komik_lampu"
🔦,🔦,"lampu_senter_alat_cahaya_listrik"
🏮,🏮,"lampion_merah_bar_cahaya_lentera"
🪔,🪔,"lampu_diya_lentera_minyak"
📔,📔,"buku_catatan_bersampul_dekorasi_sampul"
📕,📕,buku_tertutup
📖,📖,buku_terbuka
📗,📗,buku_hijau
📘,📘,buku_biru
📙,📙,buku_oranye
📚,📚,buku
📓,📓,buku_catatan
📒,📒,"buku_besar_catatan"
📃,📃,"halaman_tergulung_dokumen_gulung"
📜,📜,"gulungan_kertas"
📄,📄,"halaman_tampak_depan_dokumen"
📰,📰,"koran_berita_kertas"
🗞️,🗞️,"gulungan_koran_berita_kertas_tergulung"
📑,📑,"penanda_halaman_buku_tab_tanda"
🔖,🔖,"pembatas_buku_tanda"
🏷️,🏷️,label
💰,💰,"kantung_uang_dolar_kantong"
🪙,🪙,"koin_emas_harta_karun_logam_perak_uang"
💴,💴,"uang_kertas_yen_mata"
💵,💵,"uang_kertas_dolar_mata"
💶,💶,"uang_kertas_euro_mata"
💷,💷,"uang_kertas_pound_mata"
💸,💸,"uang_bersayap_sayap_terbang_kertas"
💳,💳,"kartu_kredit_uang"
🧾,🧾,"kuitansi_akuntansi_bukti_pembukuan"
💹,💹,"bagan_meningkat_dengan_yen_grafik_pertumbuhan_uang"
✉️,✉️,"amplop_email_surat"
📧,📧,"email_surat"
📨,📨,"amplop_datang_email_masuk_surat_terima"
📩,📩,"amplop_dengan_panah_email_keluar"
📤,📤,"baki_kotak_keluar_surat_terkirim"
📥,📥,"baki_kotak_masuk_surat_terima"
📦,📦,"paket_kotak_parsel"
📫,📫,kotak_surat_tertutup_dengan_bendera_terangkat
📪,📪,kotak_surat_tertutup_dengan_bendera_turun
📬,📬,kotak_surat_terbuka_dengan_bendera_terangkat
📭,📭,kotak_surat_terbuka_dengan_bendera_turun
📮,📮,"kotak_pos_surat"
🗳️,🗳️,kotak_dengan_surat_suara
✏️,✏️,pensil
✒️,✒️,ujung_pena
🖋️,🖋️,pena_tinta
🖊️,🖊️,"pena_bolpoin"
🖌️,🖌️,"kuas_lukisan"
🖍️,🖍️,krayon
📝,📝,"memo_pensil"
💼,💼,tas_kantor
📁,📁,folder_file
📂,📂,folder_file_terbuka
🗂️,🗂️,pembagi_indeks_kartu
📅,📅,"kalender_tanggal"
📆,📆,kalender_sobek
🗒️,🗒️,"catatan_spiral_kertas"
🗓️,🗓️,"kalender_spiral_kertas"
📇,📇,"indeks_kartu_rolodex"
📈,📈,"bagan_meningkat_grafik_naik_pertumbuhan_tren"
📉,📉,"bagan_menurun_grafik_tren_turun"
📊,📊,"diagram_batang_bagan_grafik"
📋,📋,papan_klip
📌,📌,"paku_penanda_pin"
📍,📍,"paku_penanda_bulat_pin"
📎,📎,klip_kertas
🖇️,🖇️,"klip_kertas_tertaut_tautan"
📏,📏,"penggaris_lurus_ujung"
📐,📐,"penggaris_segitiga_rangkaian"
✂️,✂️,"gunting_alat_potong"
🗃️,🗃️,kotak_file_kartu
🗄️,🗄️,"lemari_file_pemberkasan"
🗑️,🗑️,keranjang_sampah
🔒,🔒,"gembok_tutup"
🔓,🔓,"gembok_terbuka_buka_tidak_digembok"
🔏,🔏,"gembok_terkunci_dengan_pena_privasi_tinta_ujung"
🔐,🔐,"gembok_terkunci_dengan_kunci_aman_tutup"
🔑,🔑,"kunci_sandi"
🗝️,🗝️,"kunci_antik_gembok_petunjuk"
🔨,🔨,"palu_alat"
🪓,🪓,"kapak_belah_kayu_potong"
⛏️,⛏️,"beliung_alat_tambang"
⚒️,⚒️,"palu_dan_beliung_alat"
🛠️,🛠️,"palu_dan_kunci_inggris_alat"
🗡️,🗡️,"belati_pisau_senjata"
⚔️,⚔️,"pedang_bersilang_senjata_silang"
🔫,🔫,"pistol_air_alat_revolver_senjata"
🪃,🪃,"bumerang_australia_berbalik_melambung"
🏹,🏹,"busur_dan_panah_pemanah_sagitarius_zodiak"
🛡️,🛡️,"perisai_senjata"
🪚,🪚,"gergaji_kayu_perkakas_tukang"
🔧,🔧,"kunci_inggris_alat"
🪛,🪛,"obeng_alat"
🔩,🔩,"mur_dan_baut_alat"
⚙️,⚙️,"roda_gigi_alat"
🗜️,🗜️,"klem_alat_pengompres"
⚖️,⚖️,"timbangan_gantung_imbang_keadilan_libra_zodiak"
🦯,🦯,"tongkat_tunanetra_aksesibilitas_buta"
🔗,🔗,tautan
⛓️,⛓️,rantai
🪝,🪝,"kait_kail_kurva_titik_jual"
🧰,🧰,"kotak_perkakas_mekanik_peti"
🧲,🧲,"magnet_ladam_magnetik_tarikan"
🪜,🪜,"tangga_anak_panjat"
⚗️,⚗️,"alembic_alat_kimia"
🧪,🧪,"tabung_uji_ahli_kimia_lab_percobaan_sains"
🧫,🧫,"cawan_petri_ahli_biologi_bakteri_kultur_lab"
🧬,🧬,"dna_ahli_biologi_evolusi_gen_genetik_kehidupan"
🔬,🔬,"mikroskop_alat_sains"
🔭,🔭,"teleskop_alat_sains"
📡,📡,"antena_satelit_piring"
💉,💉,"suntikan_jarum_obat_sakit"
🩸,🩸,"tetesan_darah_donor_menstruasi_obat"
💊,💊,"pil_dokter_obat_sakit"
🩹,🩹,plester_luka
🩺,🩺,"stetoskop_dokter_jantung_obat"
🚪,🚪,pintu
🛗,🛗,"elevator_aksesibilitas_kerekan_lift"
🪞,🪞,"cermin_pantulan_reflektor_spekulum"
🪟,🪟,"jendela_bingkai_bukaan_pemadangan_transparan_udara_segar"
🛏️,🛏️,"tempat_tidur_hotel"
🛋️,🛋️,"sofa_dan_lampu_hotel"
🪑,🪑,"bangku_duduk_kursi"
🚽,🚽,toilet
🪠,🪠,"penyedot_wc_toilet_tukang_ledeng"
🚿,🚿,"shower_air"
🛁,🛁,"bathtub_mandi"
🪤,🪤,"perangkap_tikus_jebakan_jerat_umpan"
🪒,🪒,"pisau_cukur_tajam"
🧴,🧴,"botol_losion_moisturizer_sampo_tabir_surya"
🧷,🧷,"peniti_popok_punk_rock"
🧹,🧹,"sapu_membersihkan_menyapu_penyihir"
🧺,🧺,"keranjang_berkebun_cucian_piknik"
🧻,🧻,"gulungan_kertas_tisu_toilet"
🪣,🪣,"ember_tong_wadah"
🧼,🧼,"sabun_batang_busa_mandi_membersihkan_wadah"
🪥,🪥,"sikat_gigi_bersih_dan_mulut_higienis_kamar_mandi"
🧽,🧽,"spons_berpori_membersihkan_menyerap"
🧯,🧯,"alat_pemadam_api_ringan_padam"
🛒,🛒,troli_belanja
🚬,🚬,"rokok_merokok"
⚰️,⚰️,"peti_mati_kematian"
🪦,🪦,"batu_nisan_kuburan_pekuburan_pemakaman"
⚱️,⚱️,"guci_abu_kematian_penguburan"
🗿,🗿,"moai_moyai_patung_wajah"
🪧,🪧,"plakat_demonstrasi_papan_penanda_protes"
🏧,🏧,"tanda_atm_bank_otomatis_teller"
🚮,🚮,"tanda_membuang_sampah_keranjang"
🚰,🚰,"air_dapat_diminum_minum"
♿,♿,"simbol_kursi_roda_akses"
🚹,🚹,"toilet_pria_kamar_kecil_wc"
🚺,🚺,"toilet_wanita_kamar_kecil_wc"
🚻,🚻,"kamar_kecil_toilet_wc"
🚼,🚼,"simbol_bayi_ganti"
🚾,🚾,"kloset_air_kamar_kecil_toilet_wc"
🛂,🛂,kontrol_paspor
🛃,🛃,bea_cukai
🛄,🛄,pengambilan_bagasi
🛅,🛅,"koper_tertinggal_bagasi_barang_loker"
⚠️,⚠️,peringatan
🚸,🚸,"anak-anak_menyeberang_anak_lalu_lintas_trotoar"
⛔,⛔,"dilarang_masuk_lalu_lintas_terlarang_tidak"
🚫,🚫,"dilarang_masuk_terlarang_tidak"
🚳,🚳,"dilarang_bersepeda_kendaraan_sepeda_terlarang_tidak"
🚭,🚭,"dilarang_merokok_terlarang_tidak"
🚯,🚯,"dilarang_membuang_sampah_sembarangan_terlarang_tidak"
🚱,🚱,air_tidak_dapat_diminum
🚷,🚷,"pejalan_kaki_dilarang_masuk_terlarang_tidak"
📵,📵,"dilarang_menggunakan_ponsel_mobile_seluler_telepon_terlarang_tidak"
🔞,🔞,"di_bawah_18_tahun_dilarang_batasan_usia_delapan_belas_umur"
☢️,☢️,"radioaktif_tanda"
☣️,☣️,"biohazard_tanda"
⬆️,⬆️,"tanda_panah_atas_arah_kardinal_utara"
↗️,↗️,"tanda_panah_kanan_atas_arah_interkardinal_timur_laut"
➡️,➡️,"tanda_panah_kanan_arah_kardinal_timur"
↘️,↘️,"tanda_panah_kanan_bawah_arah_interkardinal_tenggara"
⬇️,⬇️,"tanda_panah_bawah_arah_kardinal_selatan"
↙️,↙️,"tanda_panah_kiri_bawah_arah_barat_daya_interkardinal"
⬅️,⬅️,"tanda_panah_kiri_arah_barat_kardinal"
↖️,↖️,"tanda_panah_kiri_atas_arah_barat_laut_interkardinal"
↕️,↕️,tanda_panah_atas_bawah
↔️,↔️,panah_arah_kanan_kiri
↩️,↩️,tanda_panah_kanan_melengkung_ke_kiri
↪️,↪️,"tanda_panah_kanan_melengkung_ke"
⤴️,⤴️,tanda_panah_kanan_melengkung_ke_atas
⤵️,⤵️,tanda_panah_kanan_melengkung_ke_bawah
🔃,🔃,"tanda_panah_searah_jarum_jam_muat_ulang"
🔄,🔄,"tanda_panah_berlawanan_arah_jarum_jam_berlawan_matahari_kebalikan"
🔙,🔙,"tanda_panah_back_kembali"
🔚,🔚,"tanda_panah_end_berakhir"
🔛,🔛,"tanda_panah_on!_aktif"
🔜,🔜,"tanda_panah_soon_segera"
🔝,🔝,"tanda_panah_top_ke_atas"
🛐,🛐,"tempat_ibadah_agama_pemujaan"
⚛️,⚛️,"simbol_atom_ateis"
🕉️,🕉️,"om_agama_hindu"
✡️,✡️,"bintang_daud_agama_yahudi"
☸️,☸️,"roda_dharma_agama_budha"
☯️,☯️,"yin_yang_agama_tao_taoisme"
✝️,✝️,"salib_latin_agama_kristen"
☦️,☦️,"salib_ortodoks_agama_kristen"
☪️,☪️,"bintang_dan_bulan_agama_islam_muslim"
☮️,☮️,simbol_damai
🕎,🕎,"menorah_agama_candelabra_tempat_lilin"
🔯,🔯,"bintang_sudut_enam_bertitik_ramalan"
♈,♈,"aries_domba_zodiak"
♉,♉,"taurus_banteng_zodiak"
♊,♊,"gemini_kembar_zodiak"
♋,♋,"cancer_kepiting_zodiak"
♌,♌,"leo_singa_zodiak"
♍,♍,"virgo_zodiak"
♎,♎,"libra_adil_seimbang_timbangan_zodiak"
♏,♏,"scorpio_kalajengking_zodiak"
♐,♐,"sagitarius_pemanah_zodiak"
♑,♑,"capricorn_kambing_zodiak"
♒,♒,"aquarius_air_pembawa_zodiak"
♓,♓,"pisces_ikan_zodiak"
⛎,⛎,"ophiuchus_pembawa_ular_zodiak"
🔀,🔀,"tombol_acak_lagu_bersilangan_panah"
🔁,🔁,"tombol_ulangi_panah_searah_jarum_jam"
🔂,🔂,"tombol_ulangi_satu_lagu_panah_searah_jarum_jam_sekali"
▶️,▶️,"tombol_putar_kanan_panah_segitiga"
⏩,⏩,"tombol_maju_cepat_dobel_panah"
⏭️,⏭️,"tombol_lagu_berikutnya_adegan_selanjutnya_panah_segitiga"
⏯️,⏯️,"tombol_putar_atau_jeda_kanan_panah_segitiga"
◀️,◀️,"tombol_mundur_balik_kiri_panah_segitiga"
⏪,⏪,"tombol_mundur_cepat_dobel_panah_putar_balik"
⏮️,⏮️,"tombol_lagu_terakhir_adegan_sebelumnya_panah_segitiga"
🔼,🔼,"tombol_naik_merah_panah"
⏫,⏫,"tombol_naik_cepat_dobel_panah"
🔽,🔽,"tombol_turun_bawah_merah_panah"
⏬,⏬,"tombol_turun_cepat_bawah_dobel_panah"
⏸️,⏸️,"tombol_jeda_batang_dobel_vertikal"
⏹️,⏹️,"tombol_berhenti_kotak"
⏺️,⏺️,"tombol_rekam_lingkaran"
⏏️,⏏️,tombol_keluarkan
🎦,🎦,"film_kamera"
🔅,🔅,"tombol_redupkan_kecerahan_redup_rendah"
🔆,🔆,"tombol_cerahkan_cerah_kecerahan"
📶,📶,"batang_antena_ponsel_seluler_sinyal_telepon"
📳,📳,"mode_getar_ponsel_seluler_telepon"
📴,📴,"ponsel_nonaktif_mati_seluler_telepon"
♀️,♀️,"simbol_wanita_perempuan"
♂️,♂️,"simbol_pria_laki-laki"
⚧️,⚧️,simbol_transgender
✖️,✖️,"kali_batal_perkalian_tanda_x"
➕,➕,"tambah_+_matematika_plus_tanda"
➖,➖,"kurang_-_matematika_minus_tanda"
➗,➗,"bagi_matematika_pembagian_tanda"
♾️,♾️,"tak_terhingga_selamanya_terbatas_universal"
‼️,‼️,"tanda_seru_ganda_bangbang_baca"
⁉️,⁉️,"tanda_seru_dan_tanya_pertanyaan_baca"
❓,❓,"tanda_tanya_merah_pertanyaan_baca"
❔,❔,"tanda_tanya_putih_garis_luar_pertanyaan_baca"
❕,❕,"tanda_seru_putih_garis_luar_baca"
❗,❗,"tanda_seru_merah_baca"
〰️,〰️,"garis_bergelombang_gelombang_tanda_baca_pisah"
💱,💱,"kurs_bank_mata_uang"
💲,💲,"tanda_dolar_tebal_mata_uang_dollar"
⚕️,⚕️,"simbol_kedokteran_aesculapius_tongkat"
♻️,♻️,simbol_daur_ulang
⚜️,⚜️,"fleur-de-lis_tanda"
🔱,🔱,"emblem_trisula_alat_jangkar_kapal"
📛,📛,lencana_nama
🔰,🔰,"simbol_jepang_untuk_pemula_daun_tanda_pangkat"
⭕,⭕,"lingkaran_besar_tebal_o"
✅,✅,tanda_centang_putih_tebal
☑️,☑️,"kotak_bercentang_centang"
✔️,✔️,tanda_centang_tebal
❌,❌,"tanda_silang_batal_kali_perkalian_x"
❎,❎,"tombol_tanda_silang_kotak"
➰,➰,"untaian_bergelombang_gelombang_putaran"
➿,➿,"untaian_bergelombang_ganda_dobel_gelombang_putaran"
〽️,〽️,tanda_alternasi_bagian
✳️,✳️,"bintang_berujung_lancip_delapan_tanda"
✴️,✴️,bintang_berujung_delapan
❇️,❇️,"kilauan_*"
©️,©️,hak_cipta
®️,®️,terdaftar
™️,™️,"merek_dagang_tanda_tm"
#️⃣,#️⃣,keycap_#
0️⃣,0️⃣,keycap_0
1️⃣,1️⃣,keycap_1
2️⃣,2️⃣,keycap_2
3️⃣,3️⃣,keycap_3
4️⃣,4️⃣,keycap_4
5️⃣,5️⃣,keycap_5
6️⃣,6️⃣,keycap_6
7️⃣,7️⃣,keycap_7
8️⃣,8️⃣,keycap_8
9️⃣,9️⃣,keycap_9
🔟,🔟,keycap_10
🔠,🔠,"masukan_huruf_kapital_latin_abcd"
🔡,🔡,"masukan_huruf_kecil_latin_abcd"
🔢,🔢,"masukan_angka_1234"
🔣,🔣,"masukan_simbol_&%"
🔤,🔤,"masukan_huruf_latin_abc_alfabet"
🅰️,🅰️,"tombol_a_golongan_darah"
🆎,🆎,"tombol_ab_golongan_darah"
🅱️,🅱️,"tombol_b_golongan_darah"
🆑,🆑,tombol_cl
🆒,🆒,tombol_cool
🆓,🆓,"tombol_free_bebas_dalam_kotak"
ℹ️,ℹ️,"informasi_i"
🆔,🆔,"tombol_id_identitas"
Ⓜ️,Ⓜ️,huruf_m_dalam_lingkaran
🆕,🆕,"tombol_new_baru"
🆖,🆖,tombol_ng
🅾️,🅾️,"tombol_o_golongan_darah"
🆗,🆗,"tombol_ok_oke"
🅿️,🅿️,"tombol_p_parkir"
🆘,🆘,"tombol_sos_bantuan"
🆙,🆙,"tombol_up!_ke_atas_tanda"
🆚,🆚,"tombol_vs_versus"
🈁,🈁,"tombol_jepang_""di_sini""_katakana"
🈂️,🈂️,"tombol_jepang_""biaya_layanan""_katakana"
🈷️,🈷️,"tombol_jepang_""jumlah_bulanan""_ideograf"
🈶,🈶,"tombol_jepang_""tidak_gratis""_ideograf"
🈯,🈯,"tombol_jepang_""sudah_dipesan""_ideograf"
🉐,🉐,"karakter_keunggulan_dalam_lingkaran_jepang"
🈹,🈹,"tombol_jepang_""diskon""_ideograf"
